Washington Irving,love,"There is a sacredness in tears. They are not the mark of weakness, but of power. They speak more eloquently than ten thousand tongues. They are the messengers of overwhelming grief, of deep contrition, and of unspeakable love."
George Eliot,love,There is a sort of subjection which is the peculiar heritage of largeness and of love; and strength is often only another name for willing bondage to irremediable weakness.
Coco Chanel,love,There is a time for work and a time for love. That leaves no other time.
Carl Sandburg,love,There is a warning love sends and the cost of it is never written till long afterward.
Friedrich Nietzsche,love,"There is always some madness in love, but there is also always some reason in madness."
Mother Teresa,love,"There is always the danger that we may just do the work for the sake of the work. This is where the respect and the love and the devotion come in -that we do it to God, to Christ, and that's why we try to do it as beautifully as possible."
Francoise D'Aubegne Maintenon,love,"There is an important difference between love and friendship. While the former delights in extremes and opposites, the latter demands equality."
Mother Teresa,love,"There is hunger for ordinary bread, and there is hunger for love, for kindness, for thoughtfulness; and this is the great poverty that makes people suffer so much."
Sir John Bowring,love,"There is in every human heart Some not completely barren part, Where seeds of truth and love might grow, And flowers of generous virtue flow; To plant, to watch, to water there, This be our duty, be our care."
Jean Anouilh,love,"There is love of course. And then there's life, its enemy."
Francois de la Rochefoucauld,love,There is no disguise that can for long conceal love where it exists or simulate it where it does not.
La Rochefoucauld,love,"There is no disguise which can hide love for long where it exists, or simulate it where it does not."
Henry Ward Beecher,love,"There is no friendship, no love, like that of the parent for the child."
Lope de Vega,love,"There is no greater glory than love, nor any great punishment than jealously."
Ernest Hemingway,love,"There is no lonelier man in death, except the suicide, than that man who has lived many years with a good wife and then outlived her. If two people love each other there can be no happy end to it."
George Bernard Shaw,love,There is no love sincerer than the love of food.
Bryant H. McGill,love,"There is no love without forgiveness, and there is no forgiveness without love."
Carlos Santana,love,There is no person that love cannot heal; there is no soul that love cannot save.
Corrie ten Boom,love,"There is no pit so deep, that God's love is not deeper still."
Anna Sewell,love,"There is no religion without love, and people may talk as much as they like about their religion, but if it does not teach them to be good and kind to man and beast, it is all a sham."
Henry David Thoreau,love,There is no remedy for love than to love more.
Miguel de Unamuno,love,"There is no true love save in suffering, and in this world we have to choose either love, which is suffering, or happiness. Man is the more man - that is, the more divine - the greater his capacity for suffering, or rather, for anguish."
Barbara Howar,love,There is nothing better for the spirit or the body than a love affair. It elevates the thoughts and flattens the stomachs.
Barbra Streisand,love,There is nothing more important in life than love.
James Boswell,love,"There is nothing worth the wear of winning, but laughter and the love of friends."
Dwight D. Eisenhower,love,"There is nothing wrong with America that faith, love of freedom, intelligence, and energy of her citizens cannot cure."
George Sand,love,There is only one happiness in life - to love and to be loved.
Francois de la Rochefoucauld,love,"There is only one kind of love, but there are a thousand imitations."
